"article_ID","article_title","keyword_ID","keyword"
"8902","Political Instability and Growth in Dictatorships","47","Political"
"8905","The Effect of Financial Development on Convergence: Theory and Evidence","21","Theory"
"8918","Determinants of Joblessness During the Economic Crisis: Impact of Criminality in the Italian Labour Market","30","Impact"
"8926","Collateral Damage: Trade Disruption and the Economic Impact of War","30","Impact"
"8942","Foreign Direct Investment and Human Capital: The Role of Political and Civil Rights","47","Political"
"8944","What Do We Know About the Impact of AIDS on Cross-Country Income So Far?","30","Impact"
"8951","Is the Relationship Between Aid and Economic Growth Nonlinear","24","Relationship"
"8952","On the Impact of Foreign Aid in Education on Growth: How Relevant is the Heterogeneity of Aid Flows and the Heterogeneity of Aid Recipients?","30","Impact"
"8965","[book]Rural Poverty, Risk and Development","43","Risk"
"8982","Tourism and regional growth in Europe","58","Tourism"
"8984","Political Variables in Cross-Country Growth Analysis","47","Political"
"8985","The Price of Capital: Evidence from Trade Data","76","Data"
"8986","Productivity Across Industries and Countries: Time Series Theory and Evidence","21","Theory"
"9007","Boats and Tides and ""Trickle Down"" Theories: What Economists Presume about Wellbeing When They Employ Stochastic Process Theory in Modeling Behavior","21","Theory"
"9007","Boats and Tides and ""Trickle Down"" Theories: What Economists Presume about Wellbeing When They Employ Stochastic Process Theory in Modeling Behavior","39","Behavior"
"9008","Many Types of Human Capital and Many Roles in U.S. Growth: Evidence from County-Level Educational Attainment Data *","76","Data"
"9016","Growth and Convergence across the United States: Evidence from County-Level Data","76","Data"
"9021","Indentifying human capital externalities: Theory with an application to US cities","21","Theory"
"9023","A Theory of Total Factor Productivity and the Convergence Hypothesis: Workers’ Innovations as an Essential Element","21","Theory"
"9024","Generalized Dynamic Panel Data Models with Random Effects for Cross-Section and Time","76","Data"
"9025","Political Institutions and Policy Volatility","47","Political"
"9040","Provincial Income Convergence in China, 1953-1997: a Panel Data Approach","76","Data"
"9043","The Gulf Corporation Council Sovereign Wealth Funds: Are They Instruments for Economic Diversification or Political Tools?*","47","Political"
"9046","Child Labour: A Review of Recent Theory and Evidence with Policy Implications","21","Theory"
"9071","Education and Fertility: A Panel Data Analysis for Middle Eastern Countries","76","Data"
"9074","The Impact of the Bolsa Escola/Familia Conditional Cash Transfer Program on Enrollment, Grade Promotion and Drop out Rates in Brazil","30","Impact"
"9074","The Impact of the Bolsa Escola/Familia Conditional Cash Transfer Program on Enrollment, Grade Promotion and Drop out Rates in Brazil","27","Promotion"
"9080","Political Regime and Human Capital: A Cross-Country Analysis","47","Political"
"9088","Externalities in Military Spending and Growth: The Role of Natural Resources as a Channel through Conflict","29","Spending"
"9092","[book]Endogenous Growth Theory","21","Theory"
"9099","Intermediate Goods and Weak Links in the Theory of Economic Development","21","Theory"
"9124","Tourism spatial spillover effects and urban economic growth","58","Tourism"
"9143","Foreign Direct Investment and Economic Growth: Empirical Evidence from Sectoral Data in Indonesia","76","Data"
"9159","Revolution empirics: predicting the Arab Spring","69","Revolution"
"9165","Disagregated Education Data and Growth: Some Facts from Turkey and MENA Countries","76","Data"
"9168","Savings and Economic Growth in Neoclassical Theory","21","Theory"
"9175","Growth Empirics in Panel Data Under Model Uncertainty and Weak Exogeneity","76","Data"
"9181","Testing Convergence : A Panel Data Approach","76","Data"
"9182","Is the Relationship between Financial Development and Economic Growth Monotonic? Evidence from a Sample of Middle Income Countries","24","Relationship"
"9183","Does a Leapfrogging Growth Strategy Raise Growth Rate? Some International Evidence","15","Strategy"
"9184","Fertility, income distribution, and economic growth: Theory and cross-country evidence","21","Theory"
"9190","FDI in Chinese Cities: Spillovers and Impact on Growth","30","Impact"
"9192","Capital, Wages, and Growth: Theory and Evidence","21","Theory"
"9203","Government spending, corruption and economic growth","67","Government"
"9214","A Planet-Wide Information System","59","Information"
"9236","Health human capital and economic growth in Sub-Saharan African and OECD countries ☆","63","Health"
"9251","The Asian Miracle and Modern Growth Theory","21","Theory"
"9255","The Long-Term Impact of Health on Economic Growth in Latin America","30","Impact"
"9255","The Long-Term Impact of Health on Economic Growth in Latin America","63","Health"
"9258","Black Populations and Economic Growth: An Extreme Bounds Analysis of Mississippi County-Level Data","76","Data"
"9260","Economic Performance and Government Size","67","Government"
"9270","The Impact of Population Growth on Economic Growth and Poverty Reduction in Uganda","30","Impact"
"9278","East Asian Growth before and after the Crisis","71","Crisis"
"9291","Institutional Efficiency, Monitoring Costs, and the Investment Share of FDI","64","Share"
"9297","The Impact of Education Expenditure on India's Economic Growth","30","Impact"
"9299","The Political Economy of Economic Growth in Africa, 1960–2000: Policy plus: African growth performance, 1960–2000","47","Political"
"9305","Does inflation cause growth in the reform-era China? Theory and evidence","21","Theory"
"9307","The Debt-Growth Nexus: a Dynamic Panel Data Estimation","76","Data"
"9316","Economic Growth and Internet Usage Impact on Publication Productivity Among ASEAN's and World's Best Universities","20","Usage"
"9316","Economic Growth and Internet Usage Impact on Publication Productivity Among ASEAN's and World's Best Universities","30","Impact"
"9317","Trends in Income Inequality and its Impact on Economic Growth","30","Impact"
"9329","Health and Economic Growth: Findings and Policy Implications","63","Health"
"9367","The Impact of Human Capital on Economic Growth","30","Impact"
"9367","The Impact of Human Capital on Economic Growth","15","Strategy"
"9371","Modern Macroeconomics in Practice: How Theory Is Shaping Policy","21","Theory"
"9372","Generational Accounting in European Health Care Systems","63","Health"
"9376","The Role of Economic Development in Tourism Demand","58","Tourism"
"9387","Does Driving Range of Electric Vehicles Influence Electric Vehicle Adoption","31","Influence"
"9401","Determinants of Economic Growth: A Bayesian Panel Data Approach","76","Data"
"9417","Quality of Work Experience and Economic Development: Estimates Using Canadian Immigrant Data","76","Data"
"9418","The Level and Growth Effects in the Empirics of Economic Growth : Some Results with Data from Guatemala","76","Data"
"9419","Education and Health at the Household Level in Sub-Saharan Africa","63","Health"
"9423","Growth Effects of Government Expenditure and Taxation in Rich Countries","67","Government"
"9427","Crowding-in or Crowding-out? Modelling the Relationship between Public and Private Fixed Capital Formation Using Co-integration Analysis: The Case of Pakistan 1964-2000","24","Relationship"
"9443","Empirical Evidence of the Impact of Health on Economic Growth","30","Impact"
"9443","Empirical Evidence of the Impact of Health on Economic Growth","63","Health"
"9445","The Impact of Structural Adjustment on Income Distribution in Pakistan A SAM-based Analysis","30","Impact"
"9459","The Impact Of Education On Economic Growth: The Case Of Mauritius","30","Impact"
"9492","Estimation of Panel Data Models with Parameter Heterogeneity when Group Membership is Unknown","76","Data"
"9499","Is Government Expenditure Volatility Harmful for Growth? A Cross-Country Analysis","67","Government"
"9501","La teoria neoclassica della crescita e della distribuzione (Neoclassical Theory of growth and Income Distribution)","21","Theory"
"9513","The Political Determinants of Economic Performance: Political Competition and the Sources of Growth","47","Political"
"9527","Education and Economic Growth: an Empirical Analysis of Interdependencies and Impacts Based on Panel Data","76","Data"
"9530","How R&D Investments Influence TFP Growth: Evidence from China's Large and Medium- Sized Industrial Enterprises","31","Influence"
"9536","Threshold Effects in the Relationship Between Inflation and Growth","24","Relationship"
"9539","The Effect of Health on Economic Growth: Theory and Evidence","63","Health"
"9539","The Effect of Health on Economic Growth: Theory and Evidence","21","Theory"
"9552","Measuring Government Performance: Lessons from a Federal Job Training Program","67","Government"
"9552","Measuring Government Performance: Lessons from a Federal Job Training Program","18","Job"
"9562","The Robust Relationship Between Taxes and U.S. State Income Growth","24","Relationship"
"9572","Defence Spending and Economic Growth in the EU15","29","Spending"
"9573","Creative Capital, Information and Communication Technologies, and Economic Growth in Smart Cities","59","Information"
"9596","Information Technology as a Factor of Economic Development: Evidence from Developed and Developing Countries","59","Information"
"9602","Does Rapid and Sustained Economic Growth Lead to Convergence in Health Resources The Case of China From 1980 to 2010","63","Health"
"9605","Environmental Influence on Academic Performance of Secondary School Students in Port Harcourt Local Government Area of Rivers State","31","Influence"
"9605","Environmental Influence on Academic Performance of Secondary School Students in Port Harcourt Local Government Area of Rivers State","67","Government"
"9613","Does ICT Participate in Economic Convergence among Asian Countries: Evidence from Dynamic Panel Data Model","76","Data"
"9625","The Impact of Human Capital on Growth; Evidence from West Africa","30","Impact"
"9642","The Weak Link Theory of Economic Development","21","Theory"
"9651","The Impact of Financial Incentives on Academic Achievement and Household Behavior: Evidence from a Randomized Trial in Nepal.","30","Impact"
"9652","Impact of FDI, ODA and Migrant Remittances on Economic Growth in Developing Countries: A Systems Approach","30","Impact"
"9657","Information Technology and Economic Growth: A Cross-Country Analysis","59","Information"
"9658","Information and communications technology: a non‐income influence on economic well being","59","Information"
"9659","The Impact of the EU's Structural and Cohesion Funds on Real Convergence in the EU","30","Impact"
"9698","Gender Discrimination and Growth: Theory and Evidence from India","21","Theory"
"9730","The Impact of EU Structural Funds on Regional Disparities within Member States","30","Impact"
"9733","Political Economy Of Foreign Aid","47","Political"
"9740","Government production of investment goods and aggregate labor productivity","67","Government"
"9743","Relationship between trade openness and economic growth of India: A time series analysis","24","Relationship"
"9746","Center for Research on Information Technology and Organizations","59","Information"
"9762","Identifying Human-Capital Externalities: Theory with Applications","21","Theory"
"9770","Government guaranteed small business loans and regional growth","67","Government"
"9777","The Impact of Brazilian Regional Development Funds on Regional Economic Growth: A spatial panel approach","30","Impact"
"9782","The Impact of Migrant Remittances on Economic Growth: Evidence from South Asia","30","Impact"
"9783","Impact of Intangible Cultural Capital on Regional Economic Development: A Study on Culture-Based Development in Greece","30","Impact"
"9787","Impact of Objective 1 Funds on Regional Growth Convergence in the European Union: A Panel-data Approach","30","Impact"
"9820","Chapter 7 Growth Theory through the Lens of Development Economics","21","Theory"
"9844","Public Health Capital and Productivity in the Spanish Regions: A Dynamic Panel Data Model","63","Health"
"9844","Public Health Capital and Productivity in the Spanish Regions: A Dynamic Panel Data Model","76","Data"
"9850","Canadian Labour Market and Skills Researcher Network","28","Network"
"9858","Effect of Tourism on Balanced Regional Development: A Dynamic Panel Data Analysis in Coastal and Inland China","58","Tourism"
"9858","Effect of Tourism on Balanced Regional Development: A Dynamic Panel Data Analysis in Coastal and Inland China","76","Data"
"9869","An Analysis of the Impact of Freedoms on Economic Growth","30","Impact"
"9870","Health And Convergence Of Health Care Expenditure In EU","63","Health"
"9884","Can the Augmented Solow Model Explain China's Economic Growth? A Cross-Country Panel Data Analysis","76","Data"
"9904","Productivity Dynamics across European Regions: the Impact of Structural and Cohesion Funds","30","Impact"
"9910","User-Generated Content Creation and Dissemination in Rural Areas","14","Content"
"9916","The Contribution of Tourism Development to Economic Growth of Sweden: A Panel Data Approach","58","Tourism"
"9916","The Contribution of Tourism Development to Economic Growth of Sweden: A Panel Data Approach","76","Data"
"9918","Technological Change and Technological Strategy","15","Strategy"
"9924","Financial Development, Human Capital And Political Stability","47","Political"
"9945","Perspectives on Growth Theory","21","Theory"
"9957","The Comparative Politics of Corruption: Accounting for the East Asian Paradox in Empirical Studies of Corruption, Growth and Investment","46","Politics"
"9969","Growth and Convergence Across the U.S.: Evidence from County-Level Data","76","Data"
"9975","Exogenous or Endogenous Growth? The Industrial Revolution Reconsidered","69","Revolution"
"9979","Health capital and cross-country variation in income per capita in the Mankiw-Romer-Weil model","63","Health"
"9990","Endogenous Health Care, Life Expectancy and Economic Growth","63","Health"
"9993","Taxation of Corporations and Their Impact on Economic Growth: The Case of EU Countries","30","Impact"
"9994","Health Expenditures and Health Outcomes in Africa","63","Health"
"10000","Access to Household Resources and Human Development: Evidence from Survey Data for Tanzania","76","Data"
